주문ID,주문일,채널,상품ID,상품명,시리즈,카테고리,수량,단가,할인액,판매가,주문금액,수수료율,수수료,원가합계,영업이익,주문상태,유입경로
ORD-2601-1491,2026-01-03,자사몰,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,2,12000,0,12000,24000,0.035,840,8400,14760,완료,기타
ORD-2603-1492,2026-03-21,텐바이텐,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.18,2700,5200,7100,완료,텐바이텐
ORD-2603-1493,2026-03-06,자사몰,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.035,525,5200,9275,완료,블로그검색
ORD-2602-1494,2026-02-07,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2603-1495,2026-03-02,네이버,PRD-017,데일리 노트 B5,PART PART,노트,1,11000,0,11000,11000,0.12,1320,3300,6380,완료,네이버검색
ORD-2603-1496,2026-03-23,자사몰,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.035,875,8500,15625,완료,인스타그램
ORD-2601-1497,2026-01-21,네이버,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.12,2640,7200,12160,교환,추천
ORD-2602-1498,2026-02-10,29CM,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.2,3600,6300,8100,완료,29CM
ORD-2602-1499,2026-02-22,29CM,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.2,2800,4500,6700,완료,29CM
ORD-2601-1500,2026-01-22,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2603-1501,2026-03-12,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,네이버검색
ORD-2602-1502,2026-02-14,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2603-1503,2026-03-15,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,2,25000,0,25000,50000,0.12,6000,17000,27000,완료,추천
ORD-2601-1504,2026-01-28,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.3,4200,4200,5600,완료,카카오선물하기
ORD-2601-1505,2026-01-06,자사몰,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,1200,10800,10800,0.035,378,4200,6222,완료,카카오채널
ORD-2603-1506,2026-03-09,자사몰,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.035,770,7200,14030,완료,인스타그램
ORD-2601-1507,2026-01-11,29CM,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,1,22000,2200,19800,19800,0.2,3960,7500,8340,교환,29CM
ORD-2601-1508,2026-01-06,네이버,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,2,15000,0,15000,30000,0.12,3600,9600,16800,완료,네이버검색
ORD-2602-1509,2026-02-26,29CM,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.2,5000,8500,11500,완료,29CM
ORD-2601-1510,2026-01-11,29CM,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.2,4400,7200,10400,완료,29CM
ORD-2603-1511,2026-03-23,자사몰,PRD-009,레터 키링 - A~Z,MNNS,키링,4,8000,0,8000,32000,0.035,1120,9600,21280,완료,카카오채널
ORD-2601-1512,2026-01-19,네이버,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.12,1440,4200,6360,완료,네이버검색
ORD-2602-1513,2026-02-15,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2602-1514,2026-02-12,텐바이텐,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.18,2160,4200,5640,반품,텐바이텐
ORD-2601-1515,2026-01-20,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,2,25000,0,25000,50000,0.12,6000,17000,27000,완료,추천
ORD-2601-1516,2026-01-26,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2602-1517,2026-02-08,29CM,PRD-017,데일리 노트 B5,PART PART,노트,2,11000,0,11000,22000,0.2,4400,6600,11000,완료,29CM
ORD-2601-1518,2026-01-21,29CM,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.2,3600,6300,8100,완료,29CM
ORD-2601-1519,2026-01-15,29CM,PRD-004,에코백 - 내추럴,Happier Label,가방,4,25000,0,25000,100000,0.2,20000,34000,46000,완료,29CM
ORD-2601-1520,2026-01-28,네이버,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.12,1080,2700,5220,완료,쇼핑라이브
ORD-2602-1521,2026-02-13,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,완료,직접유입
ORD-2602-1522,2026-02-16,자사몰,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,1250,23750,23750,0.035,831,8500,14419,완료,기타
ORD-2601-1523,2026-01-14,네이버,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.12,2160,6300,9540,완료,네이버검색
ORD-2601-1524,2026-01-27,자사몰,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,2200,19800,19800,0.035,693,7200,11907,완료,인스타그램
ORD-2602-1525,2026-02-23,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,완료,인스타그램
ORD-2601-1526,2026-01-21,카카오선물하기,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2601-1527,2026-01-03,자사몰,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.035,630,6300,11070,취소,직접유입
ORD-2602-1528,2026-02-12,카카오선물하기,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.3,5400,6300,6300,반품,카카오선물하기
ORD-2602-1529,2026-02-20,네이버,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.12,1680,4500,7820,완료,네이버검색
ORD-2601-1530,2026-01-09,네이버,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,취소,쇼핑라이브
ORD-2602-1531,2026-02-17,29CM,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,400,7600,7600,0.2,1520,2400,3680,완료,29CM
ORD-2602-1532,2026-02-24,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,2,14000,0,14000,28000,0.12,3360,8400,16240,완료,네이버검색
ORD-2602-1533,2026-02-19,텐바이텐,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.18,1620,2700,4680,취소,텐바이텐
ORD-2601-1534,2026-01-27,자사몰,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.035,630,5800,11570,완료,직접유입
ORD-2601-1535,2026-01-16,네이버,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,완료,쇼핑라이브
ORD-2603-1536,2026-03-28,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,3,25000,0,25000,75000,0.035,2625,25500,46875,완료,인스타그램
ORD-2601-1537,2026-01-07,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,2,14000,0,14000,28000,0.3,8400,8400,11200,완료,카카오선물하기
ORD-2601-1538,2026-01-02,핫트랙스,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.25,3500,4500,6000,완료,핫트랙스
ORD-2603-1539,2026-03-04,핫트랙스,PRD-009,레터 키링 - A~Z,MNNS,키링,3,8000,0,8000,24000,0.25,6000,7200,10800,완료,핫트랙스
ORD-2602-1540,2026-02-15,텐바이텐,PRD-016,데일리 노트 A5,PART PART,노트,1,9000,0,9000,9000,0.18,1620,2700,4680,완료,텐바이텐
ORD-2601-1541,2026-01-03,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.12,5040,19000,17960,완료,기타
ORD-2602-1542,2026-02-02,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,2,16000,0,16000,32000,0.3,9600,11200,11200,완료,카카오선물하기
ORD-2602-1543,2026-02-28,자사몰,PRD-029,실내화 - 그레이,오롤리데이,슬리퍼,2,19000,0,19000,38000,0.035,1330,14400,22270,완료,직접유입
ORD-2602-1544,2026-02-26,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,2500,22500,22500,0.035,787,8500,13213,완료,직접유입
ORD-2601-1545,2026-01-18,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,2,8000,0,8000,16000,0.3,4800,4800,6400,완료,카카오선물하기
ORD-2602-1546,2026-02-12,29CM,PRD-005,에코백 - 올리브,Happier Label,가방,2,25000,0,25000,50000,0.2,10000,17000,23000,완료,29CM
ORD-2602-1547,2026-02-20,네이버,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.12,3000,8500,13500,완료,추천
ORD-2601-1548,2026-01-02,네이버,PRD-030,x 제주맥주 코스터 세트,콜라보,콜라보,3,12000,0,12000,36000,0.12,4320,14400,17280,완료,추천
ORD-2601-1549,2026-01-26,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,2,15000,0,15000,30000,0.3,9000,10400,10600,완료,카카오선물하기
ORD-2603-1550,2026-03-18,자사몰,PRD-007,접이식 우산,Happier Label,우산,1,28000,0,28000,28000,0.035,980,11000,16020,완료,직접유입
ORD-2602-1551,2026-02-11,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.3,2400,2400,3200,완료,카카오선물하기
ORD-2602-1552,2026-02-24,네이버,PRD-025,2026 다이어리 - 세이지,오롤리데이,다이어리,5,22000,0,22000,110000,0.12,13200,37500,59300,완료,쇼핑라이브
ORD-2602-1553,2026-02-23,자사몰,PRD-034,선물 포장 서비스,오롤리데이,서비스,2,3000,0,3000,6000,0.035,210,1600,4190,완료,카카오채널
ORD-2601-1554,2026-01-07,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,4,12000,0,12000,48000,0.3,14400,16800,16800,반품,카카오선물하기
ORD-2601-1555,2026-01-07,자사몰,PRD-005,에코백 - 올리브,Happier Label,가방,1,25000,0,25000,25000,0.035,875,8500,15625,완료,인스타그램
ORD-2602-1556,2026-02-11,네이버,PRD-007,접이식 우산,Happier Label,우산,1,28000,0,28000,28000,0.12,3360,11000,13640,완료,쇼핑라이브
ORD-2602-1557,2026-02-02,네이버,PRD-012,보조배터리 5000mAh,MNNS,전자소품,1,32000,0,32000,32000,0.12,3840,14500,13660,완료,네이버검색
ORD-2601-1558,2026-01-23,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,4,8000,0,8000,32000,0.3,9600,9600,12800,완료,카카오선물하기
ORD-2603-1559,2026-03-25,핫트랙스,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.25,3500,4200,6300,완료,핫트랙스
ORD-2602-1560,2026-02-04,네이버,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,0,22000,22000,0.12,2640,7500,11860,완료,쇼핑라이브
ORD-2602-1561,2026-02-15,자사몰,PRD-027,코튼 러그 - M,오롤리데이,러그,1,52000,0,52000,52000,0.035,1820,21000,29180,교환,직접유입
ORD-2601-1562,2026-01-06,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,네이버검색
ORD-2601-1563,2026-01-17,네이버,PRD-029,실내화 - 그레이,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,네이버검색
ORD-2602-1564,2026-02-27,자사몰,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,900,17100,17100,0.035,598,6000,10502,완료,인스타그램
ORD-2602-1565,2026-02-28,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,네이버검색
ORD-2602-1566,2026-02-20,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2603-1567,2026-03-12,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2601-1568,2026-01-03,자사몰,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.035,490,4200,9310,완료,인스타그램
ORD-2601-1569,2026-01-06,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,2,18000,0,18000,36000,0.3,10800,12000,13200,완료,카카오선물하기
ORD-2603-1570,2026-03-22,자사몰,PRD-027,코튼 러그 - M,오롤리데이,러그,1,52000,2600,49400,49400,0.035,1729,21000,26671,완료,인스타그램
ORD-2603-1571,2026-03-04,네이버,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.12,960,2400,4640,취소,추천
ORD-2601-1572,2026-01-08,텐바이텐,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.18,2700,4800,7500,완료,텐바이텐
ORD-2601-1573,2026-01-21,카카오선물하기,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.3,3600,4200,4200,완료,카카오선물하기
ORD-2601-1574,2026-01-17,쇼피파이,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.05,1100,7200,13700,완료,쇼피파이
ORD-2601-1575,2026-01-08,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2601-1576,2026-01-22,29CM,PRD-015,폰케이스 - 패턴,MNNS,폰케이스,1,24000,0,24000,24000,0.2,4800,8000,11200,완료,29CM
ORD-2602-1577,2026-02-26,네이버,PRD-014,폰케이스 - 클리어,MNNS,폰케이스,1,22000,0,22000,22000,0.12,2640,7200,12160,완료,네이버검색
ORD-2602-1578,2026-02-14,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.3,4200,4200,5600,완료,카카오선물하기
ORD-2602-1579,2026-02-12,네이버,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.12,960,2400,4640,완료,네이버검색
ORD-2601-1580,2026-01-10,텐바이텐,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.18,2520,4200,7280,완료,텐바이텐
ORD-2602-1581,2026-02-22,카카오선물하기,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,1,18000,0,18000,18000,0.3,5400,6300,6300,완료,카카오선물하기
ORD-2602-1582,2026-02-21,자사몰,PRD-018,위클리 플래너,PART PART,플래너,4,14000,0,14000,56000,0.035,1960,18000,36040,완료,인스타그램
ORD-2601-1583,2026-01-07,네이버,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.12,1800,4800,8400,완료,쇼핑라이브
ORD-2602-1584,2026-02-07,29CM,PRD-005,에코백 - 올리브,Happier Label,가방,2,25000,0,25000,50000,0.2,10000,17000,23000,완료,29CM
ORD-2602-1585,2026-02-07,29CM,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,3300,18700,18700,0.2,3740,7500,7460,완료,29CM
ORD-2603-1586,2026-03-27,자사몰,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,1,22000,0,22000,22000,0.035,770,7200,14030,완료,인스타그램
ORD-2603-1587,2026-03-13,자사몰,PRD-013,보조배터리 10000mAh,MNNS,전자소품,2,42000,0,42000,84000,0.035,2940,38000,43060,완료,블로그검색
ORD-2602-1588,2026-02-09,자사몰,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.035,665,7200,11135,완료,인스타그램
ORD-2601-1589,2026-01-25,텐바이텐,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.18,2160,4200,5640,완료,텐바이텐
ORD-2601-1590,2026-01-04,핫트랙스,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.25,4500,5800,7700,교환,핫트랙스
ORD-2601-1591,2026-01-20,29CM,PRD-012,보조배터리 5000mAh,MNNS,전자소품,1,32000,4800,27200,27200,0.2,5440,14500,7260,완료,29CM
ORD-2601-1592,2026-01-08,자사몰,PRD-021,스티커 세트 - 시즌,PART PART,스티커,2,5000,0,5000,10000,0.035,350,2400,7250,완료,인스타그램
ORD-2601-1593,2026-01-19,29CM,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,2,15000,750,14250,28500,0.2,5700,9600,13200,완료,29CM
ORD-2601-1594,2026-01-06,핫트랙스,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.25,3500,4500,6000,완료,핫트랙스
ORD-2602-1595,2026-02-13,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,1,15000,0,15000,15000,0.3,4500,5200,5300,완료,카카오선물하기
ORD-2602-1596,2026-02-13,텐바이텐,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2602-1597,2026-02-17,네이버,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.12,1440,4200,6360,완료,네이버검색
ORD-2602-1598,2026-02-20,텐바이텐,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.18,900,1200,2900,완료,텐바이텐
ORD-2601-1599,2026-01-23,네이버,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.12,1920,5600,8480,완료,쇼핑라이브
ORD-2602-1600,2026-02-03,네이버,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.12,4560,15000,18440,교환,네이버검색
ORD-2602-1601,2026-02-14,자사몰,PRD-017,데일리 노트 B5,PART PART,노트,1,11000,0,11000,11000,0.035,385,3300,7315,완료,인스타그램
ORD-2602-1602,2026-02-17,카카오선물하기,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,2,15000,0,15000,30000,0.3,9000,10400,10600,완료,카카오선물하기
ORD-2601-1603,2026-01-06,자사몰,PRD-004,에코백 - 내추럴,Happier Label,가방,1,25000,0,25000,25000,0.035,875,8500,15625,완료,블로그검색
ORD-2603-1604,2026-03-06,자사몰,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,250,4750,4750,0.035,166,1200,3384,완료,카카오채널
ORD-2602-1605,2026-02-10,카카오선물하기,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,3,14000,0,14000,42000,0.3,12600,12600,16800,완료,카카오선물하기
ORD-2602-1606,2026-02-03,29CM,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,2,15000,750,14250,28500,0.2,5700,9600,13200,완료,29CM
ORD-2601-1607,2026-01-01,네이버,PRD-006,티슈커버 - 화이트,Happier Label,리빙소품,2,15000,0,15000,30000,0.12,3600,10400,16000,완료,네이버검색
ORD-2601-1608,2026-01-02,네이버,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,네이버검색
ORD-2601-1609,2026-01-06,29CM,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.2,3000,4800,7200,완료,29CM
ORD-2601-1610,2026-01-17,29CM,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,2,19000,0,19000,38000,0.2,7600,14400,16000,완료,29CM
ORD-2602-1611,2026-02-17,네이버,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,완료,기타
ORD-2601-1612,2026-01-28,네이버,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.12,4560,15000,18440,완료,네이버검색
ORD-2603-1613,2026-03-13,네이버,PRD-012,보조배터리 5000mAh,MNNS,전자소품,1,32000,0,32000,32000,0.12,3840,14500,13660,완료,추천
ORD-2602-1614,2026-02-15,텐바이텐,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.18,2880,5600,7520,교환,텐바이텐
ORD-2601-1615,2026-01-15,자사몰,PRD-026,코튼 러그 - S,오롤리데이,러그,1,38000,0,38000,38000,0.035,1330,15000,21670,완료,인스타그램
ORD-2603-1616,2026-03-21,핫트랙스,PRD-018,위클리 플래너,PART PART,플래너,1,14000,0,14000,14000,0.25,3500,4500,6000,완료,핫트랙스
ORD-2603-1617,2026-03-03,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,2,8000,0,8000,16000,0.3,4800,4800,6400,완료,카카오선물하기
ORD-2603-1618,2026-03-03,네이버,PRD-007,접이식 우산,Happier Label,우산,1,28000,0,28000,28000,0.12,3360,11000,13640,반품,네이버검색
ORD-2602-1619,2026-02-18,네이버,PRD-001,미니 파우치 - 레몬,Happier Label,파우치,1,12000,0,12000,12000,0.12,1440,4200,6360,완료,네이버검색
ORD-2602-1620,2026-02-12,카카오선물하기,PRD-008,레터링 머그컵,Happier Label,리빙소품,1,16000,0,16000,16000,0.3,4800,5600,5600,완료,카카오선물하기
ORD-2602-1621,2026-02-14,29CM,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,2,12000,0,12000,24000,0.2,4800,8400,10800,완료,29CM
ORD-2601-1622,2026-01-27,네이버,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,2,18000,0,18000,36000,0.12,4320,11600,20080,완료,추천
ORD-2601-1623,2026-01-20,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.12,5040,19000,17960,반품,네이버검색
ORD-2601-1624,2026-01-07,네이버,PRD-027,코튼 러그 - M,오롤리데이,러그,3,52000,0,52000,156000,0.12,18720,63000,74280,완료,네이버검색
ORD-2603-1625,2026-03-06,텐바이텐,PRD-016,데일리 노트 A5,PART PART,노트,2,9000,0,9000,18000,0.18,3240,5400,9360,완료,텐바이텐
ORD-2601-1626,2026-01-22,네이버,PRD-003,스퀘어 파우치 - 크림,Happier Label,파우치,2,18000,0,18000,36000,0.12,4320,12600,19080,완료,네이버검색
ORD-2602-1627,2026-02-09,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,3,22000,0,22000,66000,0.3,19800,21600,24600,완료,카카오선물하기
ORD-2602-1628,2026-02-22,29CM,PRD-024,2026 다이어리 - 크림,오롤리데이,다이어리,1,22000,3300,18700,18700,0.2,3740,7500,7460,완료,29CM
ORD-2602-1629,2026-02-09,네이버,PRD-017,데일리 노트 B5,PART PART,노트,1,11000,0,11000,11000,0.12,1320,3300,6380,완료,쇼핑라이브
ORD-2603-1630,2026-03-09,자사몰,PRD-010,마우스패드 - 클라우드,MNNS,데스크소품,1,15000,0,15000,15000,0.035,525,4800,9675,완료,인스타그램
ORD-2602-1631,2026-02-12,네이버,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,0,42000,42000,0.12,5040,19000,17960,완료,네이버검색
ORD-2603-1632,2026-03-03,29CM,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,1,12000,0,12000,12000,0.2,2400,4200,5400,교환,29CM
ORD-2603-1633,2026-03-04,자사몰,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,3,22000,0,22000,66000,0.035,2310,21600,42090,완료,인스타그램
ORD-2602-1634,2026-02-06,네이버,PRD-020,스티커 세트 - 데일리,PART PART,스티커,1,5000,0,5000,5000,0.12,600,1200,3200,완료,추천
ORD-2601-1635,2026-01-18,네이버,PRD-029,실내화 - 그레이,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,기타
ORD-2601-1636,2026-01-06,자사몰,PRD-019,먼슬리 플래너,PART PART,플래너,5,16000,0,16000,80000,0.035,2800,26000,51200,완료,직접유입
ORD-2601-1637,2026-01-10,네이버,PRD-002,미니 파우치 - 라벤더,Happier Label,파우치,5,12000,0,12000,60000,0.12,7200,21000,31800,교환,기타
ORD-2603-1638,2026-03-13,29CM,PRD-019,먼슬리 플래너,PART PART,플래너,1,16000,0,16000,16000,0.2,3200,5200,7600,완료,29CM
ORD-2601-1639,2026-01-03,네이버,PRD-028,실내화 - 크림,오롤리데이,슬리퍼,1,19000,0,19000,19000,0.12,2280,7200,9520,완료,쇼핑라이브
ORD-2602-1640,2026-02-02,네이버,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,2,15000,0,15000,30000,0.12,3600,9600,16800,완료,네이버검색
ORD-2601-1641,2026-01-23,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,2,5000,0,5000,10000,0.18,1800,2400,5800,완료,텐바이텐
ORD-2601-1642,2026-01-08,네이버,PRD-023,2026 탁상 캘린더,오롤리데이,캘린더,1,14000,0,14000,14000,0.12,1680,4200,8120,완료,네이버검색
ORD-2602-1643,2026-02-05,29CM,PRD-012,보조배터리 5000mAh,MNNS,전자소품,2,32000,0,32000,64000,0.2,12800,29000,22200,완료,29CM
ORD-2601-1644,2026-01-21,카카오선물하기,PRD-033,기프트박스 B (노트+스티커+펜),오롤리데이,기프트세트,2,22000,0,22000,44000,0.3,13200,14400,16400,완료,카카오선물하기
ORD-2602-1645,2026-02-12,자사몰,PRD-013,보조배터리 10000mAh,MNNS,전자소품,1,42000,4200,37800,37800,0.035,1323,19000,17477,완료,기타
ORD-2603-1646,2026-03-28,자사몰,PRD-009,레터 키링 - A~Z,MNNS,키링,2,8000,0,8000,16000,0.035,560,4800,10640,완료,카카오채널
ORD-2601-1647,2026-01-28,29CM,PRD-011,마우스패드 - 그리드,MNNS,데스크소품,1,15000,0,15000,15000,0.2,3000,4800,7200,완료,29CM
ORD-2601-1648,2026-01-20,네이버,PRD-009,레터 키링 - A~Z,MNNS,키링,3,8000,0,8000,24000,0.12,2880,7200,13920,완료,쇼핑라이브
ORD-2602-1649,2026-02-26,카카오선물하기,PRD-009,레터 키링 - A~Z,MNNS,키링,1,8000,0,8000,8000,0.3,2400,2400,3200,완료,카카오선물하기
ORD-2601-1650,2026-01-11,29CM,PRD-022,2026 벽걸이 캘린더,오롤리데이,캘린더,1,18000,0,18000,18000,0.2,3600,5800,8600,완료,29CM
ORD-2602-1651,2026-02-10,카카오선물하기,PRD-032,기프트박스 A (파우치+키링),오롤리데이,기프트세트,1,18000,0,18000,18000,0.3,5400,6000,6600,완료,카카오선물하기
ORD-2603-1652,2026-03-16,텐바이텐,PRD-021,스티커 세트 - 시즌,PART PART,스티커,3,5000,0,5000,15000,0.18,2700,3600,8700,완료,텐바이텐
